,Electricity Bill(Monthly in Rs.),Gas Bill (Monthly in Rs.),Oil Bill (Monthly in Rs),Car Mileage (Yearly in Rs.),No. of flights in Past year(4hr or less),No. of flights in past year (4hrs or more),Recycled Newspaper past year,Recycled Aluminium and Tin Past year,CO2 Footprint (Tonnes)
4451,2235.554541586829,3121.1997682074016,1775.5932534573603,56943.07301570014,38,16,No,No,460.3181339257396
4452,690.6091867270075,804.4471997683161,4739.770767489418,10187.545797800485,95,29,Yes,Yes,466.36158924428776
4453,5147.899773276373,2937.5031077196973,4069.786962720497,75693.47223599725,189,1,Yes,No,790.5585361792208
4454,4171.699861340781,2191.7201118717553,2331.9819549055815,80750.18790459094,72,2,No,No,541.9078532681369
4455,2272.4546320544946,3289.4451628494558,1697.9636729640467,42966.68049898797,181,20,Yes,No,548.5395255520262
4456,1446.9312221759499,1499.2484621085398,1110.8744386746143,36873.70941358151,27,19,No,No,288.82895442841607
4457,7615.2694296316295,2133.1699563831226,4844.531543436808,13383.744699398982,133,6,No,Yes,877.2376791262167
4458,6760.7229012930575,110.36930880187444,602.9866968983937,50450.6215267861,158,22,No,Yes,550.1210849078237
4459,5711.36159826378,3520.616953007453,1970.0955381545587,61070.295986045254,138,27,Yes,No,755.4950387619601
4460,6300.467465571726,820.8703546330034,5058.644066493022,39897.50612521118,60,17,No,Yes,745.9351402370625
4461,7675.488051418835,2828.324012588389,3894.3567267267636,37502.62936783956,117,19,No,No,892.619827020738
4462,194.44012389918802,2174.2272865564682,3714.845805408317,28793.74577762028,185,50,No,Yes,557.4593566366518
4463,2129.311201716838,589.3624599460419,1242.099043846621,48145.61949709913,99,47,No,Yes,389.86848291598943
4464,1763.7715877606913,1456.755635988545,2898.694752267973,25578.416043646583,19,31,Yes,No,421.69040708721576
4465,4331.708451151003,3643.209936826846,1143.6515817707652,16149.22916873346,63,27,No,Yes,583.820475260535
4466,9279.038623273274,1597.4285817983314,243.52429028434756,55884.37211237471,34,35,Yes,No,702.6309776517129
4467,9661.299712275966,3645.8230816015216,804.4875018413038,35053.100210544726,43,19,No,No,823.5484651157669
4468,4889.509798908723,319.300979128492,922.8496391962381,64137.028782491594,97,0,Yes,Yes,404.2876968306254
4469,6899.79880459032,138.93823162864538,1899.64100888513,47652.49731973753,180,37,No,No,676.2611478448019
4470,4894.448241844156,1619.4704847404935,4545.324512307243,23821.894476749774,169,1,Yes,No,703.4342164093695
4471,1255.6971434393465,1037.299126147927,2244.4197294886935,75607.35001955791,42,29,No,No,364.13192212716837
4472,6052.1855464780865,2608.3139820180504,4853.362448999584,65005.10177930801,178,31,Yes,No,920.7512188173505
4473,7997.71110927365,2600.996182504957,3203.577512391883,19191.357793925934,125,10,Yes,No,835.8478485971191
4474,7739.339876406864,3103.4961936625973,242.2243953462393,42202.137850487765,13,19,Yes,No,648.637416466652
4475,6904.556335264445,2236.4611157743107,329.9180226422587,77492.4773491052,127,7,No,No,614.5783130117188
4476,4349.350552212572,563.9618101604926,892.7510676233196,75567.69337006185,107,45,No,No,496.2635732264779
4477,8480.529965883306,475.1347722905901,4934.025334037897,19358.62765981922,165,5,No,Yes,858.4334880528993
4478,1068.069893236599,847.6314718788107,518.6971483357127,50760.18890027896,127,45,No,Yes,318.872985165137
4479,2367.1276382624555,3110.0502453394492,4430.339925507948,79534.36373506222,32,47,No,No,690.4571183556486
4480,8964.802850023254,155.06901790166893,4624.718376981303,45603.92076090183,89,2,No,Yes,811.5454100660583
4481,5254.323348221429,3966.32088456934,1660.7553122995948,74383.77642231484,137,3,No,No,689.4230890532568
4482,2200.1536932476074,714.1886972563676,3861.7086887709083,60459.822192743326,85,36,Yes,No,521.1041461831486
4483,5377.416079648005,1755.4891095477292,964.1882918920618,58117.908033824235,80,27,Yes,Yes,555.310734598038
4484,2547.118430707816,2703.901122953405,4352.35242166209,33903.47919108154,127,4,Yes,No,613.7113126715993
4485,5140.268079872061,900.0567208495951,932.3876549837483,36772.11340026281,133,24,No,No,510.4469393375726
4486,3511.789101318292,3437.947577180205,3954.115125557034,15631.693672753187,111,31,No,No,723.8681992158811
4487,1514.8817374240696,746.1692531966213,265.76760527395095,13844.165821734168,35,14,No,No,189.41449220514951
4488,5400.160308235423,2796.4569277981373,2402.0290997410452,43259.931647942794,15,2,No,Yes,595.8667220280684
4489,6056.426490335091,2343.53106454883,4890.343977953794,37784.21309251078,113,46,Yes,No,895.659970557337
4490,9033.718497193962,3431.23085190155,4347.839185518052,65597.93808290604,22,25,No,No,993.2489403520322
4491,3508.7418392413733,102.60461199348713,2261.2468033934915,23505.463373240833,27,28,No,Yes,403.18279111399255
4492,5718.895664502397,1243.6436055763281,2800.356767967284,26661.55271157709,79,0,Yes,No,577.8177823903576
4493,3729.7351282310137,2073.549133989265,4333.878295654635,62826.9329602388,158,1,No,Yes,663.5451859903459
4494,4190.275869879974,3470.511850047684,1092.8152397923934,79208.07439941194,24,46,No,Yes,609.71460573224
4495,252.61742962211932,219.5315326044469,4769.979930554567,41135.64589025626,130,45,Yes,No,481.123266719879
4496,8417.473203933218,1158.9582598782717,1031.9687730510357,61971.1649328403,37,24,No,Yes,658.7894976759587
4497,5539.266778168431,672.5537671002108,257.8548759792253,77896.1197883534,117,2,Yes,No,440.29134643582955
4498,9617.773734974684,1331.8977810151525,2526.4283929956123,24501.44619835019,19,50,No,No,847.9040300420668
4499,7086.0871067929975,989.2057226518777,748.8675415403727,11767.153355268465,153,7,No,No,570.6369152182181
4500,4567.882859376742,1621.6141682283999,1064.4646187259432,45801.84630090206,200,21,No,Yes,559.4745741961422
4501,7481.342048758092,2646.3770006103,261.264214527469,78645.668088478,146,16,No,No,693.2067171075913
4502,995.3760130793308,1080.3499939736187,1338.5393262361526,67822.06526687872,34,29,No,Yes,293.9848030830396
4503,6788.379272545728,3461.5665579511156,830.7991323738433,42218.89409616616,77,2,Yes,No,648.5717702481921
4504,3202.664285765024,1081.955528575058,2804.4920413320024,22804.574810461134,93,28,Yes,No,505.23714763824455
4505,8722.01720418186,1727.7524018348427,4574.011690322677,54115.50040988541,97,21,No,Yes,928.062187481013
4506,3167.735320916598,2637.308249285066,502.7850113567971,56869.96733994467,198,4,Yes,Yes,473.3357776765246
4507,1238.9762205609186,85.59048955557613,4575.999857737285,79548.65100011953,75,17,Yes,Yes,438.1554613883198
4508,1796.7710541037056,3961.26931856219,791.6654605276757,58436.47086034056,182,14,No,No,501.18362407460774
4509,4553.714243423115,1049.0940050191953,1238.6472688617139,35402.86094143347,200,9,No,No,508.09013380577426
4510,8367.530117597687,2841.9362151968508,4699.847684660233,70966.87320531785,57,28,Yes,Yes,975.0202915711169
4511,3132.6669672959138,2607.6415859037625,2057.200153987875,42840.74012446395,158,34,Yes,Yes,596.2201000924612
4512,7181.1632893202195,3294.1889224072593,3857.9280395505352,47048.41429410723,130,18,Yes,No,897.6960489964703
4513,5440.694780219827,76.43464695457624,1814.467675608226,42931.92686504995,179,21,No,No,553.9498297102157
4514,1354.05793297769,592.7072132605596,3118.1349606248996,69457.54578192344,96,32,Yes,Yes,429.0155260366747
4515,6215.576137572515,2438.6844643723934,2034.1106285905462,63733.52894614714,122,16,Yes,No,696.8336760512017
4516,2376.1563026183558,121.53640504188589,3129.7591577686317,62638.518364767675,123,43,Yes,No,495.0354743201736
4517,4682.126385467891,1113.4778863217748,2415.87814178798,35105.137796689465,97,13,No,No,536.7578687096706
4518,1996.8268018150131,2112.541294123887,754.5593979636144,49581.29979720577,38,39,No,No,384.8340444416327
4519,9295.970022551248,2333.3137339958275,488.1698783421506,30164.957406512844,159,47,Yes,No,840.9671535206254
4520,905.5135665840087,1196.9861725015735,423.0278788174851,77388.88436279989,1,23,Yes,Yes,216.00092077848694
4521,2409.277864484007,3837.9590216751567,2803.777182762223,65121.05486766117,29,46,No,Yes,629.3581640221479
4522,7159.667863993702,3221.647726624511,552.4445603758404,75821.02245552865,116,22,No,Yes,718.4734900386251
4523,9288.638348422466,3503.0171371917127,964.3681211271487,44729.13542645361,108,35,Yes,Yes,880.1167203318774
4524,853.2934664590413,63.112410324802184,2723.5507523841216,50242.0248609031,42,47,Yes,No,348.42052586091137
4525,9033.94895945162,2875.6796667445706,3856.173850499779,54569.18516815018,60,11,No,Yes,921.9761535699569
4526,6812.735188051577,360.90635762063636,2200.880188083537,36656.79946204029,126,35,No,No,661.9203475620169
4527,449.3494106648006,491.12157579829386,4355.409848366625,52398.10321238832,195,16,Yes,Yes,458.60263399092014
4528,4344.6781782525695,3194.144360247221,4090.9075096467695,39644.371300379775,92,0,No,No,693.3589842299316
4529,294.19066693258253,1959.245912053709,5017.563564999594,76508.98072353641,100,33,No,No,559.7938092050543
4530,9147.80371659968,273.74056142510227,1159.1701326409086,62319.24117878061,157,48,Yes,No,776.7732873561307
4531,9742.837784190528,3766.1701900339203,3099.103520497531,63780.97840839191,98,15,Yes,No,996.4987540262089
4532,2136.045668681673,1306.4726959422994,3444.3603903634666,44615.22567951275,24,29,No,No,470.13659034170195
4533,8484.026398982485,2186.0894228567395,534.6547710576648,70109.03347402539,131,1,No,Yes,692.4241434335574
4534,3369.8832897562097,818.4019521361028,1264.1038985787773,64393.79061326551,96,1,No,Yes,371.8343927612872
4535,2332.083320255312,1565.7214225366986,4363.620822317111,29777.523508710918,178,38,Yes,No,644.5244472434381
4536,5668.120555893048,1374.6836508228498,3742.9750854835524,32478.810847593675,7,25,Yes,No,652.9874434672048
4537,674.9053471448648,3954.500932310578,4690.529959472877,60906.70829259006,150,35,No,No,691.7919221572014
4538,1930.5771574481812,3999.194269712918,1469.4879115224778,48912.239374667726,146,23,Yes,No,544.6424014799715
4539,8780.704028334598,2303.1302487167,4328.648001983666,56414.078268632096,61,37,No,Yes,963.79547257338
4540,4161.056887486436,1230.102334023803,1522.4815931671753,72669.94615842699,74,11,No,Yes,462.7526978758116
4541,7853.412919976675,792.6191493091424,2221.815819344327,51004.69279703343,103,24,Yes,Yes,709.046131085288
4542,8673.186727062643,2615.459821919389,1093.605049011977,49717.145120977766,135,36,Yes,Yes,827.5309014135196
4543,7563.309404684901,305.4786610239828,4447.37016202448,37582.97967733447,134,44,No,No,849.9080645766468
4544,3030.3320362484114,1909.7862368438368,786.2903289384292,15097.961331950675,44,30,No,Yes,400.03730764848484
4545,2236.22100593173,2501.2424722428905,1634.6807899558974,14911.68402570728,71,32,No,Yes,456.5084124268301
4546,462.28530637997005,2566.296854993884,5074.30300833956,35075.065429868664,0,3,No,No,466.32833428811057
4547,1802.7487236543623,1957.9481117450375,3553.229599657607,57748.643995357,171,30,No,Yes,581.1467706172892
4548,2213.350489013751,1821.80357279136,2569.5998403281833,55547.31582623059,63,42,No,Yes,506.1111689746718
4549,677.5776338755605,2599.4302966833156,4168.8598458808465,68686.91474861783,22,12,No,No,473.3898289723129
4550,3155.304252939622,2822.6707971790006,4520.218153839408,44554.7966513386,21,25,Yes,Yes,653.3851605004329
4551,6775.164425988897,3986.4717657047113,3172.8586214489706,14857.094091734594,74,39,No,Yes,876.7129643420164
4552,3464.2881828127734,3632.4246384069015,3933.416481452157,46262.273407964916,28,50,No,Yes,738.581052312226
4553,9353.529780586341,3389.3735507611486,5066.020455452513,12714.11681353914,100,7,No,No,1030.8296567701582
4554,5511.807141255998,3465.929320649499,2271.385177182364,32423.339229017995,87,15,No,No,693.4966457563042
4555,460.6903461285994,2846.4446530637724,164.7552490218922,52681.4570218553,177,37,No,Yes,382.58443455096926
4556,3027.6023031300383,84.6810013664625,644.5688722749397,69261.02108671516,32,23,No,Yes,295.4631180988529
4557,2752.6666481765005,1093.5404798922666,493.0299796940612,51745.78380664457,172,1,No,Yes,347.1136526799494
4558,6210.27458094641,3097.508390116858,1453.4925490941712,30329.05927255593,98,2,Yes,No,641.143913417302
4559,8021.018539454651,376.88296660239894,3301.2391383579056,14062.54039264471,45,24,No,Yes,710.6065438403115
4560,4955.240842682116,929.1001107089596,675.2160674825391,29383.821801582915,175,30,No,Yes,521.0262174774201
4561,8165.215534904421,1647.3961315943059,3938.5523061972253,45681.417755982526,10,47,No,Yes,864.7264778049395
4562,2018.5142186122605,2417.527875758905,1887.510727137077,53440.19819937974,80,8,Yes,No,422.328444326486
4563,3864.992740605039,2523.7557931413025,3138.8540406513425,31239.63948410497,27,39,Yes,Yes,625.7442089147052
4564,6393.568463794619,3115.5415605851313,888.8593239362268,50746.90030552899,57,34,Yes,Yes,675.6438537030176
4565,7383.815713291735,2576.233986844425,3974.368966598974,51654.54035048169,57,9,Yes,No,819.0909993084307
4566,1570.2844787197819,2001.4555444344196,3028.4654945136367,18104.75250393611,176,16,Yes,No,497.8590288946708
4567,306.24127643469603,28.209599071471683,2120.4645398729845,32384.99772456377,112,28,Yes,Yes,273.3569915681001
4568,6062.524250171176,454.4986799051054,3322.0230572563623,49941.218675767064,112,46,No,No,712.5397879409172
4569,7540.003153612417,2776.007845783412,2895.516758393915,80530.2854350151,69,25,Yes,No,830.0297370643682
4570,3246.732843950817,1735.2024525698594,1295.6877094677775,26100.328289913017,86,13,No,No,421.1425883267805
4571,9047.548794223168,2531.363071068769,2921.461265960568,18993.88364521737,45,18,No,Yes,844.9000184944597
4572,3805.259478466327,219.4229317734184,439.88519168133394,23509.425927515516,143,21,Yes,Yes,370.2855631089506
4573,8207.430715698782,3963.9556502793544,3852.6967662376846,9888.136037085958,33,24,No,No,931.7059652409304
4574,123.36421197499034,1476.884278842964,300.2465349327992,69352.9365212598,100,30,No,Yes,249.46338491754338
4575,643.5855151088348,2017.0037820069126,801.9366514090941,82558.94687282523,191,43,No,Yes,417.3431429179565
4576,620.2570594945588,3276.3764199784987,1850.9408893248408,42114.81818189635,170,0,Yes,No,419.3697711010381
4577,6378.812472602614,847.7626981533322,3948.419233829419,24729.93381797523,19,34,Yes,No,697.5822070341495
4578,5974.928089426078,3347.655630514338,1107.743502458603,71982.3669085984,166,45,No,Yes,770.8481881146793
4579,2983.0230853275025,3252.9224774144886,2827.8523323836816,44082.22350401212,97,32,Yes,Yes,628.3232771077173
4580,3395.4567975206965,160.79574710042866,1703.9334951548544,59282.518308440194,194,19,Yes,No,454.97509580069226
4581,1693.3074941638768,1041.3565436877536,2387.310241996498,23251.256208803265,125,39,Yes,No,442.27013686249006
4582,8743.87427596447,1393.331517108365,4970.903605544387,72380.32534005764,46,0,Yes,Yes,866.9495863589044
4583,9728.15091404954,1643.3113582100816,3665.802055453857,75283.59554188998,161,0,Yes,Yes,922.4066056658196
4584,5384.875662472349,2625.5542625053486,1712.1367669987123,28149.01431059892,145,5,Yes,No,619.2351590494429
4585,2472.014640396963,2417.9421553220427,748.2289023310606,20508.372356705462,107,1,Yes,Yes,368.1484718378514
4586,1317.3471733891297,3616.125852016957,937.3732254364552,63464.733205413904,15,7,Yes,No,360.77049068711773
4587,9414.138551297563,2994.6769421200747,1571.7747508742052,16859.472377395658,143,17,Yes,No,863.0605784178898
4588,3591.02529054449,473.08173618765113,3118.8648469234513,18969.73952561288,99,20,No,No,495.6995298672295
4589,9234.182400124482,3090.4830355760037,619.196672007568,44333.98437082602,45,14,Yes,No,755.1744711691795
4590,8879.233939006686,884.0758073615153,638.6814549707864,20402.442349217643,100,23,No,Yes,662.410228618121
4591,4757.2894037159,1057.5216793914242,3238.5316487909427,56982.76903257717,157,28,Yes,No,658.7958137876908
4592,2409.3062177923293,3285.2170338319374,3759.3591680075415,79721.2163717959,107,49,No,Yes,709.5981441695594
4593,3894.5889710618585,3392.556844506266,4406.543757203654,56088.54672372492,191,1,Yes,No,761.0328535552044
4594,361.4278099032661,1858.561359002853,4864.666541775909,45662.614449816756,139,25,Yes,No,540.9728236855877
4595,105.28796935688638,3636.7107612310547,519.4444382168872,47390.971206532966,86,7,Yes,No,307.30597774170155
4596,2537.81034699953,1209.3848261596108,2694.5111541630768,8898.12384191317,163,14,No,Yes,473.0243857186244
4597,866.1013234001958,446.33400073615735,205.3656863982344,15449.481512126677,64,2,No,No,126.38356099594883
4598,7095.45510890257,3852.818464082119,1026.64973399976,68534.28779613713,85,12,Yes,No,733.0941162321568
4599,6570.72638543728,131.74459440321917,4029.1385312973393,22498.298691149437,57,0,No,Yes,619.8548814429298
4600,4425.843191417854,1147.9584053040883,3304.535358787396,14929.0684346413,159,16,No,Yes,607.9698136310731
4601,6078.96595366266,1680.4686535750386,321.84998954349055,60027.49472138611,155,47,Yes,No,637.9987017041339
4602,4976.4839741451915,2510.6843262761167,573.7314554119798,50181.73821010161,131,12,Yes,Yes,543.7639495958856
4603,4111.210118179363,306.8636884438207,4516.286616933394,23156.76366257324,82,14,No,Yes,572.2579903511703
4604,8721.924239840511,1701.8167953053712,4132.978972186477,60888.63295156524,107,17,No,Yes,901.152726289563
4605,8556.299039337682,671.380890178822,4733.449567774064,54897.46792768441,26,36,Yes,Yes,867.0775967102865
4606,7657.091675619562,1352.057417235233,4472.620713511128,56801.211262173456,40,30,No,No,836.2948761368139
4607,5088.946106325275,183.07586669320685,626.3699614487155,50506.255468095,36,26,Yes,Yes,409.12102731522026
4608,1072.6434520315336,3935.2123602352267,899.4856309819614,68626.95321357883,109,12,Yes,Yes,427.19101481384934
4609,9067.263116971722,3030.212212264561,2460.581267839004,9595.311271563349,2,36,Yes,No,858.3134443700761
4610,6331.376666346696,1293.8206110392512,2746.7941564130087,77672.425786601,17,44,Yes,Yes,692.3473350858046
4611,6785.086485216737,2864.1272150013738,1894.4022606684307,17820.05901864609,184,25,Yes,Yes,776.8563703015824
4612,1315.0593145695061,3749.628735949748,4397.797280505928,72223.67616920367,101,9,Yes,Yes,618.2500210876811
4613,882.8970527603985,1980.9252608110414,334.5468301224529,28306.041621107262,200,4,No,No,299.4084538047565
4614,6897.754882170047,902.2593833152362,2720.1128449242055,18050.35371783559,86,28,Yes,No,679.30001439474
4615,1057.4395135771204,3826.4282548331203,580.771771289733,79594.7991338444,138,13,Yes,No,425.23960857727604
4616,2297.23447130092,611.1934311791927,4555.336189177279,10248.268361064085,59,16,Yes,Yes,481.7670255713425
4617,4788.973636203229,2770.0103032778093,1903.082855840124,20591.120540376716,66,18,No,No,588.5793307911704
4618,3439.782059975004,3555.7545071058785,4770.27792649406,15463.3280947071,109,4,No,No,711.8193872160701
4619,9910.008243363713,2359.0757800809597,3898.1111025121513,38299.086102662935,147,37,No,Yes,1041.8403275333337
4620,8854.465556280882,385.2892168293749,1841.7144559280061,26830.24237844608,26,26,Yes,No,671.3249380877071
4621,5472.843948096915,3482.680718728043,4405.21746183787,30642.30432214017,98,20,No,No,829.2385418093953
4622,8319.09959322115,142.78024635127218,524.9943097640041,31152.318468676724,129,27,No,No,616.7410358743457
4623,5405.2396509854725,3795.8180200748066,876.4443586522252,12242.52116285859,174,37,Yes,Yes,714.5104298538446
4624,9081.690340226447,1893.341088962961,1149.0334162014215,75857.32884323542,124,3,Yes,No,745.9561829409023
4625,6085.8815370386765,1568.5204207038169,4077.104213101116,50854.85991772564,122,33,No,Yes,792.0921604891955
4626,3057.2211801029316,1132.3486684830161,3407.1426976573894,78920.65228943291,112,25,Yes,No,560.3126371227307
4627,6291.561229835729,3015.295600818239,2038.95386112998,14092.09286023611,16,12,No,No,644.7522534429703
4628,4221.944400272675,3513.4273701957923,721.9882085007023,16902.040658959937,53,32,Yes,Yes,553.1256577901734
4629,9370.992935870676,506.84277020805513,2388.580770924251,39837.74332866898,56,4,Yes,Yes,708.8770967411779
4630,6028.796583849357,272.3308915245235,3394.3376702623727,31849.212481936236,140,21,No,Yes,658.4617097573175
4631,218.32131736365014,2499.542520125787,621.7160084326932,35016.40264359217,155,36,No,No,356.2712849888615
4632,3083.4241921701214,3775.7699618738734,4257.7784762876845,57346.82891571468,193,17,Yes,No,766.9571744192712
4633,8711.017124317856,196.73433247577842,2431.8159006319365,31167.306986852116,12,4,Yes,No,632.8486361271767
4634,405.05915441310344,362.21584397602743,587.6825483848036,11295.781398236295,46,22,Yes,No,151.73083505147412
4635,7536.640103381965,2556.813818416064,3734.431070197528,22000.152696288846,173,31,No,No,913.116746675591
4636,9578.52092904574,2017.01512813002,3198.158898717424,34082.19677824392,160,20,No,Yes,935.0160885066682
4637,5736.662280760959,3231.612907441665,2447.4245638653356,49356.196490778435,132,41,Yes,No,791.4926328528867
4638,4863.415967488617,1786.6092430674148,4052.015967018343,60817.41648688761,117,37,Yes,Yes,747.8381052030487
4639,4111.119635921143,2720.234700011368,4432.633689304273,54636.58949522002,4,26,No,Yes,690.16335893276
4640,6296.451646594976,3143.02107400168,232.01255989527704,55628.20668618168,29,1,Yes,No,548.8871691064494
4641,109.72842213378881,3735.1526632732075,3810.938124118402,20724.83650914326,58,33,Yes,Yes,529.8605714176686
4642,2839.6579713022616,110.82797189884917,3696.5849922654306,39144.997753835436,118,20,No,Yes,488.2118381938201
4643,3465.5401078729465,3982.196930480001,5045.173434077776,78840.3718579959,77,10,Yes,No,771.6334404228323
4644,3300.019373736941,2251.687886571136,4830.324227208475,60079.3831175845,99,12,Yes,Yes,668.9593063348987
4645,788.4146792806569,1422.4087622127802,4618.707489182348,38343.422131892985,79,23,Yes,No,486.3038555593058
4646,5923.38290734615,2237.2518626971532,4263.416819329189,56494.27432380721,199,8,Yes,No,818.7646140772765
4647,7745.154195765657,957.4888498089653,4097.490997488425,21892.106878425424,13,3,Yes,Yes,710.7943834677417
4648,6084.5244374226895,192.96487584450415,2247.254028086994,20427.55539133369,194,27,No,Yes,630.7989259130196
4649,6673.757479038753,296.292546063029,5079.609368699734,10681.991839629729,144,17,No,No,773.9199424260323
4650,1709.675870053729,2007.7458290509733,4530.745902057245,66539.43180433993,190,33,No,No,654.7098582319454
4651,6544.809731175694,3451.0524427103073,3364.587953236643,14277.8880734407,86,44,Yes,Yes,864.6217492758943
4652,5901.079828149076,2137.5220213777447,5034.460009048259,36777.42496092164,93,27,No,Yes,831.6426704709488
4653,2402.478344576824,1063.0370483153547,1700.1507396298598,81215.55510234015,17,45,No,Yes,418.5202191813508
4654,535.6840393110264,477.95128288104945,1981.337349229994,26074.96065408364,44,49,Yes,No,307.5440241049416
4655,8977.636662461427,2884.832865928712,2493.431375964517,74102.82981814699,137,39,No,Yes,954.1711407606455
4656,4920.211263772409,3813.86473613291,136.74823225920386,70410.05160393819,72,28,No,Yes,595.3692355012299
4657,9128.300113311825,2316.7688607805035,2670.4924272422177,80137.70156418574,22,40,Yes,Yes,883.5033353968859
4658,2212.8316376108164,469.0367006706684,651.799229699741,10709.752320829495,168,43,Yes,Yes,368.855096404541
4659,7389.914282662867,3628.6702879633112,2121.1193960314204,79415.44565608124,99,8,No,No,801.9130368678017
4660,2248.3361777730593,1713.7265005902893,1614.3411883862846,80605.12683480461,72,13,No,No,399.43259285764873
4661,5135.378855109253,208.7957232351385,3058.6724367732486,20434.506732353744,155,19,No,Yes,588.5977882000487
4662,8623.935780646425,1738.3504394459644,986.8481072741519,10686.225735169384,109,10,Yes,No,686.0310037812319
4663,6125.366514155032,1959.4593440864794,2068.4606591160473,26481.570563907706,170,33,Yes,Yes,717.8816051704795
4664,5030.410233528535,3502.6257959906557,1709.730092709757,65221.42311156443,64,23,No,Yes,656.2386039169268
4665,3071.636697842096,3635.1865651744965,1192.0266662273075,47525.41233534156,137,4,Yes,Yes,522.3802658226739
4666,3880.22769828529,2578.7600458972292,3357.751943724489,80585.68895444785,120,25,No,No,681.8161885270229
4667,5497.125917116558,1236.7322601289852,2197.9193442551573,50808.60671604163,28,45,No,No,612.3543969086439
4668,2725.3864495552257,2604.401118622915,2486.195864229257,58704.31447567028,71,40,Yes,No,570.6051178761951
4669,1939.869402919137,1860.1038139938082,3045.361165681131,76519.16635349218,135,35,No,No,553.211570458543
4670,4472.999414538331,1228.2743803057833,2201.0522481004778,73672.34451220272,104,38,Yes,No,593.659902329313
4671,9179.475219151784,2107.4235464507738,1384.1881407092353,38066.08682296386,34,20,Yes,Yes,748.5049194392768
4672,1833.937388983419,2868.2846005766746,780.5092682340114,73827.34882819533,193,42,No,Yes,518.7692308942637
4673,7588.312489305052,884.5210747781966,1187.4379236419102,35571.94047192039,152,28,No,No,671.339921286547
4674,1245.3445332859244,3157.2650344379445,1196.8004633269934,57130.659179796596,99,22,Yes,No,424.25583885949794
4675,7896.878966985346,2037.0848912286076,2643.4286430979746,13105.27915658367,100,3,Yes,Yes,737.6634061581186
4676,9464.341477253292,1247.0138626045973,2200.1510141086637,28499.606184262095,19,26,Yes,Yes,765.5620320824622
4677,8157.870347392629,291.38555381256225,3278.852807608293,45549.52631305861,95,32,Yes,No,769.5661813367993
4678,9179.261433687781,3817.6191992955187,4535.192370957002,62855.89787841361,173,32,No,No,1129.1276818526674
4679,5324.292704884425,380.94992634469423,3567.084200738078,21752.1222159728,70,15,Yes,Yes,581.1575837565395
4680,8492.268514009036,978.5257721450995,1194.2392679768925,44162.587393516274,26,43,Yes,No,691.1184406842254
4681,4549.403258207712,2394.299014712816,1594.316218376039,78901.54320410982,67,29,Yes,Yes,586.4393452321973
4682,8841.753636093823,2197.2515978598326,1791.9212474165124,60793.92288996826,77,35,Yes,No,824.2379248031373
4683,8016.825878512119,1413.7546433989103,1590.6883634106887,76809.017258692,47,4,Yes,No,650.0519317502163
4684,4296.769324830611,1593.788610407968,482.51983061811546,18107.16362813276,168,25,No,No,491.24399166306137
4685,6989.463067976244,1327.7043922682778,3733.01802132353,79851.50319102578,187,22,Yes,No,830.441153628072
4686,5585.085056858256,2905.727928690977,3087.7599375067166,19346.864437493707,60,38,Yes,No,744.5511296632743
4687,5522.435628544132,68.0606502688803,1551.6482981378904,9462.612080274734,180,3,No,Yes,490.59891525418243
4688,3302.756310771527,1532.3404910861652,4044.474830509316,72124.28294199149,175,11,No,Yes,631.386501783392
4689,8378.038580905792,1602.8012521536593,3526.2328479443295,33778.24780938246,110,35,Yes,Yes,874.0686550291819
4690,1774.448664827671,2862.473219301349,3229.8954278356828,29050.675301125066,162,47,Yes,No,629.9855073334339
4691,3518.252749163942,1233.1491325432496,581.3008093722826,74052.4395783261,176,1,No,Yes,410.6348081526004
4692,9910.501685527865,1431.6256630057371,3785.3079737483595,22309.396466698512,149,26,No,No,957.4687979191423
4693,1698.0519163286365,498.89386338844656,4000.305574454506,49890.23882846969,197,31,No,Yes,537.7055627290721
4694,4438.447550557667,1306.4022697863977,4079.999395924561,59419.756317139225,85,6,Yes,Yes,615.5453851830711
4695,4375.626251185524,2443.907071302731,5062.3971012415,50722.902315222476,76,5,No,No,717.0614820652911
4696,8051.416012773184,1937.2539566827022,2590.6711751131666,11807.587198097655,60,43,No,Yes,803.1340917335765
4697,9181.06426864375,2981.1303979140034,3573.792361756527,9794.745652913785,69,15,Yes,Yes,915.2534129664267
4698,182.50796070022335,1052.3722081292306,850.4294167642634,55839.96599410972,173,36,No,Yes,309.3792574784005
4699,5900.381372848607,1246.5608482745074,4658.019627326701,55729.11232708651,121,49,Yes,No,834.8385749221212
4700,9549.268494880907,3554.6577623739054,1185.4918194603497,55178.4555581337,166,39,No,Yes,953.9239062508502
4701,1087.6358621978218,2556.5448855506174,3731.4959601059386,19339.23178082143,19,49,Yes,Yes,528.0380075562031
4702,8303.873862443952,2358.237877922347,1504.056486158573,23155.81050302981,136,32,Yes,No,799.1696029858869
4703,518.4784584377804,1914.7739751992667,262.41843825104183,53522.32517476327,141,42,Yes,No,333.7467129711603
4704,6342.664225074304,35.414674533005496,4790.055408919587,21311.59508739216,128,36,Yes,Yes,763.5053528928602
4705,1459.2147634629612,1136.2758381434553,1379.5564874462457,75164.25906874523,82,2,No,No,293.5730804572041
4706,2513.9307269579995,1733.9558299359264,2885.0054439648547,38911.75071243876,168,22,Yes,Yes,542.1869933523587
4707,4189.970666987183,2705.7602064998146,2122.0113350151164,63081.16642990823,38,22,No,Yes,576.2285720262353
